uid,text,gold_label,gold_str,pred_dynamic,pred_dynamic_str,correct_dynamic,pred_static,correct_static,pred_bert,correct_bert,pred_vader,correct_vader,noise_score,noise_group,alpha,token_length,emoji_density,repetition_score,code_mixing_ratio,symbol_density,p_vader,p_distilbert,p_final,confidence
30305,# SiddhuQuitPolitics seems it â€™ s been two days in a row this hashtag has been trending .. kuch to lihaz kar lo .. baatein â€¦ https // t . co / 2agakDJ4z5,1,negative,2,neutral,0,2,0,2,0,2,0,0.3192,MODERATE,0.25,38,0.0263,0.0,0.8667,0.2632,"[0.0, 0.0, 1.0]","[0.0933, 0.0453, 0.8614]","[0.07, 0.034, 0.8961]",0.8961
11759,@ MaryamNSharif iS Apne Janu KO BOLna THa K Zra Apna VoLuMe Up â†‘ Krr K BOLna THa .. Taa K iS Kii ØªÙˆØ§Ø¸Ø¹Ø­ aCHii TRa Se â€¦ https // t . co / te7b3GzMJR,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2118,MODERATE,0.25,47,0.0,0.0,0.5217,0.2766,"[0.0, 0.0, 1.0]","[0.1076, 0.066, 0.8265]","[0.0807, 0.0495, 0.8699]",0.8699
21645,Ab btaiye ki ye log kabhi bol denge ye not Ni chal Raha he to mene puch ki AP likh ke de sakte he to o kuch Ni bola â€¦ https // t . co / QNi8nRfX6q,2,neutral,2,neutral,1,1,0,1,0,2,1,0.2202,MODERATE,0.25,41,0.0,0.0,0.6364,0.1463,"[0.0, 0.0, 1.0]","[0.0782, 0.5295, 0.3923]","[0.0587, 0.3971, 0.5442]",0.5442
20975,RT @ MeghShukla15 Kya # ChatpataElection hai yeh DABUR HAJMOLA ka . Ek se badhkar ek candidates hai . Sab ke sab chatpate aur majedaar . Yaha v â€¦,0,positive,2,neutral,0,2,0,2,0,2,0,0.1152,LOW,0.02,32,0.0,0.0,0.2381,0.2188,"[0.0, 0.0, 1.0]","[0.1506, 0.2354, 0.6139]","[0.1476, 0.2307, 0.6216]",0.6216
33167,@ SanjayAzadSln @ C7dGJexzYqUMr0n Bhai logo inko bol lene do jo bhi bolte h warna congress aur sp / bsp ki tarah kahi y â€¦ https // t . co / dPE7E3qP0U,2,neutral,1,negative,0,1,0,1,0,2,1,0.15,LOW,0.02,36,0.0,0.0,0.3333,0.25,"[0.0, 0.0, 1.0]","[0.0979, 0.5943, 0.3077]","[0.0959, 0.5825, 0.3216]",0.5825
7729,Indian toh india aaj Westindies ne bi Pakistan ki g **** d Maar liii Sayd ab pakistan ko sarwajnik team bna deni chai â€¦ https // t . co / RSa9Xgeop0,1,negative,1,negative,1,1,1,1,1,2,0,0.2538,MODERATE,0.25,37,0.0,0.1892,0.5263,0.2432,"[0.0, 0.0, 1.0]","[0.0865, 0.6448, 0.2687]","[0.0649, 0.4836, 0.4515]",0.4836
21237,@ Emaan _ Noor5 Iam also pmln supporter lakin khawar manika sath nehi gya ya kiyun jhoot bol rehi ho bibi,2,neutral,1,negative,0,1,0,1,0,2,1,0.1119,LOW,0.02,22,0.0,0.0,0.3125,0.0909,"[0.104, 0.0, 0.896]","[0.1216, 0.5281, 0.3504]","[0.1212, 0.5175, 0.3613]",0.5175
21082,Good afternoon Prime Minister Modi ji . Sir zinse paresan hokar Bengal apko votes diya hein .. wohi tmc k MLAMP ab a â€¦ https // t . co / L00sVaNYPX,2,neutral,0,positive,0,0,0,0,0,2,1,0.2871,MODERATE,0.25,34,0.0,0.0,0.8,0.2353,"[0.108, 0.0, 0.892]","[0.7244, 0.0334, 0.2422]","[0.5703, 0.0251, 0.4047]",0.5703
22975,RT @ Baberkhansr Ha koi Jo illegal kam KO rok saka kya pakistan ma law and order bilkul khatam ho gaya @ OfficialDGISPR @ peaceforchange @ geo â€¦,1,negative,1,negative,1,1,1,1,1,2,0,0.2757,MODERATE,0.25,30,0.0,0.0,0.7857,0.2,"[0.0859, 0.1289, 0.7852]","[0.0841, 0.6545, 0.2614]","[0.0846, 0.5231, 0.3924]",0.5231
27059,@ RubikaLiyaquat @ INCIndia You are doing great job just ignore them Ramjaan k samay pura din bhukhe rakh kr aap it â€¦ https // t . co / 721ReC2fCB,0,positive,0,positive,1,0,1,0,1,2,0,0.3056,MODERATE,0.25,33,0.0,0.0,0.8571,0.2424,"[0.1431, 0.0871, 0.7698]","[0.8707, 0.0212, 0.1081]","[0.6888, 0.0376, 0.2735]",0.6888
657,@ narendramodi BAHUT BAHUT BADHAI https // t co / EGGZ2cnOBw,0,positive,0,positive,1,0,1,0,1,2,0,0.0949,LOW,0.02,13,0.0,0.0,0.1111,0.3077,"[0.0, 0.0, 1.0]","[0.8805, 0.0128, 0.1068]","[0.8629, 0.0125, 0.1246]",0.8629
43494,Bahot bahot badhiaya Narendra Modi Ji Desh ki public ne chuna hai aapko Asha karte hai ki agle 5 saal hamare wata â€¦ https // t co / eZK7mW6YgS,0,positive,0,positive,1,0,1,0,1,2,0,0.1086,LOW,0.02,33,0.0,0.0,0.2609,0.1515,"[0.0, 0.0, 1.0]","[0.5218, 0.0567, 0.4215]","[0.5114, 0.0556, 0.433]",0.5114
29741,@ narendramodi Dear modi ji aap se mera ye request hai ki aap national tv par akar ek add banaye ki is desh ke logo â€¦ https // t . co / jE8lGLLoOC,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1675,LOW,0.02,36,0.0,0.0,0.4286,0.1944,"[0.085, 0.0, 0.915]","[0.3715, 0.0509, 0.5776]","[0.3658, 0.0499, 0.5843]",0.5843
31457,@ monigupta802 @ Swamy39 @ mahadev _ riya @ monigupta802 Matma Gandhi ko samjne ki tumari Shayad hasiyath nahi ... Tum â€¦ https // t . co / 2t5V7AlonA,1,negative,1,negative,1,1,1,1,1,2,0,0.15,LOW,0.02,35,0.0,0.0857,0.2,0.3429,"[0.0, 0.0, 1.0]","[0.1063, 0.5439, 0.3499]","[0.1041, 0.533, 0.3629]",0.533
1429,@ atraychoudhury @ SonaholicAnkita Saif won national award . Not even for his good films but for / Hum Tum /. With that â€¦ https // t . co / 0oUqDoVc8y,0,positive,0,positive,1,0,1,0,1,2,0,0.2186,MODERATE,0.25,35,0.0,0.0,0.5,0.3429,"[0.238, 0.0, 0.762]","[0.7267, 0.0501, 0.2232]","[0.6045, 0.0376, 0.3579]",0.6045
36945,@ OfficeOfKNath @ RahulGandhi @ INCIndia Kamnath ji aap sochiye hum kaha jaye Yaha to bjp nhai na fir esa kyo ho ra â€¦ https // t co / voPVwXBCQP,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2073,MODERATE,0.25,33,0.0,0.0,0.5294,0.2424,"[0.0, 0.0, 1.0]","[0.1704, 0.2709, 0.5587]","[0.1278, 0.2032, 0.669]",0.669
27958,@ vineet10 @ pandya2007 Ye to noble prize wala question hai waise log ishaaron ki bhasha me sochte aur samajhte hain,0,positive,2,neutral,0,2,0,1,0,2,0,0.1299,LOW,0.02,23,0.0,0.0,0.375,0.087,"[0.27, 0.0, 0.73]","[0.078, 0.4664, 0.4555]","[0.0818, 0.4571, 0.461]",0.461
32250,@ ashutosh83B Muslimo ke chatukar Tu Muslimo ke mude uthata hai Delhi me dhurav tyagi ko maar Diya gya Meerut me s â€¦ https // t . co / vqLrsNGWdC,1,negative,1,negative,1,1,1,1,1,2,0,0.1412,LOW,0.02,34,0.0,0.0,0.3333,0.2059,"[0.0, 0.0, 1.0]","[0.0555, 0.75, 0.1945]","[0.0543, 0.735, 0.2107]",0.735
19905,Yeh koni unya k prani hein . yeh tu brahman se bhi khatarnak hein ? https // t . co / 1xIUC100X3,1,negative,2,neutral,0,2,0,2,0,2,0,0.2431,MODERATE,0.25,23,0.0,0.0,0.6364,0.2609,"[0.0, 0.0, 1.0]","[0.2004, 0.1316, 0.668]","[0.1503, 0.0987, 0.751]",0.751
5045,@ Aftab _ 4nwar @ MaryamNSharif Tumhara leader kaptan khan to apne bacho ko apna nhi manta woh pakistan ko apna kia sam â€¦ https // t . co / s50mxBm7kx,1,negative,1,negative,1,1,1,1,1,2,0,0.1863,LOW,0.02,34,0.0,0.0,0.4444,0.2647,"[0.0, 0.149, 0.851]","[0.0769, 0.6847, 0.2383]","[0.0754, 0.674, 0.2506]",0.674
23184,RT @ jugallus Best moment for a Nagpurian ðŸ¤©âœŠâœŠ # bjp # gadkari # Nagpur @ vrNagpur https // t . co / aSzilvubRX,0,positive,0,positive,1,0,1,0,1,2,0,0.1957,LOW,0.02,28,0.0357,0.0,0.3846,0.3571,"[0.231, 0.0, 0.769]","[0.8009, 0.0166, 0.1826]","[0.7895, 0.0162, 0.1943]",0.7895
22139,Disha ne vi interview diya or ye psychic ne vi interview diya . disha kitna mature hai or ye kitna nakli hai . disha ki â€¦ https // t . co / foyXrbGpHn,0,positive,2,neutral,0,2,0,2,0,2,0,0.1794,LOW,0.02,36,0.0,0.0,0.45,0.2222,"[0.094, 0.0, 0.906]","[0.1126, 0.1219, 0.7654]","[0.1123, 0.1195, 0.7682]",0.7682
18737,@ SpaceCptZemo Yes sure they have a strong connection as brave warriors haha and poor Maxim always defeated by Selan ðŸ˜‚ðŸ˜‚. I love Dekar haha,2,neutral,0,positive,0,0,0,0,0,0,0,0.1975,LOW,0.02,31,0.0,0.0,0.5294,0.1935,"[0.533, 0.151, 0.316]","[0.8926, 0.0223, 0.0851]","[0.8854, 0.0249, 0.0898]",0.8854
10298,@ stary _ fir @ farhan _ saeed great performance I like drama serial Suno Chanda,0,positive,0,positive,1,0,1,0,1,2,0,0.1833,LOW,0.02,16,0.0,0.0,0.4444,0.25,"[0.423, 0.0, 0.577]","[0.8609, 0.0169, 0.1222]","[0.8521, 0.0166, 0.1313]",0.8521
25097,@ sachinredbull @ SureshChavhanke @ SudarshanNewsTV @ narendramodi @ RahulGandhi Pichhle kuchh din se main twitter par k â€¦ https // tco / rngmjxp3uI,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2099,MODERATE,0.25,28,0.0,0.0,0.4615,0.3571,"[0.0, 0.0, 1.0]","[0.0706, 0.0663, 0.8631]","[0.053, 0.0497, 0.8973]",0.8973
10894,@ anjanaomkashyap Abhi ap hash rahe he Kuki congress ka halat kharap he Aplog To Ruber stamp ban gaya he modi ka â€¦ https // t co / bKfAimc5PP,2,neutral,1,negative,0,1,0,1,0,2,1,0.2614,MODERATE,0.25,33,0.0,0.0,0.75,0.1818,"[0.0, 0.126, 0.874]","[0.0517, 0.7196, 0.2287]","[0.0387, 0.5712, 0.39]",0.5712
35905,# BJP asmaan me ud rahi # congressh jamin talash rahi media bhakti me lga hai aur desh ka yuva # SADAKO pr hai Ye g â€¦ https // t . co / DckFexBGSo,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1629,LOW,0.02,37,0.0,0.0,0.381,0.2432,"[0.0, 0.0, 1.0]","[0.1594, 0.2807, 0.56]","[0.1562, 0.275, 0.5688]",0.5688
8051,1947 India ka vibhajan Dharam ke Adhar par huwa tha to india ko Hindu rastra kyo nahi huwa . India ne pura pakistan â€¦ https // t . co / s9xjbRab1m,2,neutral,2,neutral,1,1,0,1,0,2,1,0.2078,MODERATE,0.25,34,0.0,0.0,0.5556,0.2059,"[0.0, 0.0, 1.0]","[0.1033, 0.4921, 0.4046]","[0.0775, 0.3691, 0.5534]",0.5534
36499,@ Atheist _ Krishna @ cricketworldcup Aiiiyyo . Motabhai sab players ko indian team join karwa denge . Match khelne ki naubat hi nahi aegi ðŸ¤­,2,neutral,2,neutral,1,1,0,1,0,2,1,0.2845,MODERATE,0.25,28,0.0,0.1071,0.6923,0.25,"[0.099, 0.0, 0.901]","[0.0889, 0.5181, 0.393]","[0.0914, 0.3886, 0.52]",0.52
41188,@ nibraz88cricket Lodu ... learn to suck it up . Abhi bahut zaleel hona hai tum bhosdi walon ko,1,negative,2,neutral,0,1,1,1,1,2,0,0.2584,MODERATE,0.25,20,0.0,0.15,0.6364,0.15,"[0.0, 0.153, 0.847]","[0.2493, 0.3829, 0.3678]","[0.187, 0.3254, 0.4876]",0.4876
21011,RT @ chanyeol _ pic i miss you so much https // t . co / GDhwvIUujR,0,positive,0,positive,1,0,1,0,1,2,0,0.2542,MODERATE,0.25,18,0.0,0.0,0.625,0.3333,"[0.0, 0.138, 0.862]","[0.7226, 0.0144, 0.263]","[0.542, 0.0453, 0.4127]",0.542
19523,@ NatashaKLondon Isy easy mat lein yeh esi posts kr kr ke Indians ko bewaquf bnata hai aur Mikiions kama rha wahan se,1,negative,2,neutral,0,2,0,2,0,2,0,0.0719,LOW,0.02,23,0.0,0.0,0.2105,0.0435,"[0.121, 0.0, 0.879]","[0.0772, 0.4378, 0.485]","[0.078, 0.429, 0.4929]",0.4929
10491,@ ashutosh83B Tum logo ka saara vishleshan fail hai .. Is baar dikh gaya chunaw ke natijo me ki tum log lallu vishlesh â€¦ https // t . co / F8VpKCXQA8,2,neutral,1,negative,0,1,0,1,0,2,1,0.1878,LOW,0.02,35,0.0,0.0,0.4737,0.2286,"[0.0, 0.119, 0.881]","[0.0379, 0.8753, 0.0867]","[0.0372, 0.8602, 0.1026]",0.8602
14071,RT @ Devanginee @ PeepingMoon @ MXPlayer # Thinkistan 1. * Don â€™ t ask me again - Dobara mat poochna - chlormint * Open Happiness - kholo khu â€¦,0,positive,2,neutral,0,2,0,2,0,2,0,0.2891,MODERATE,0.25,35,0.0286,0.0,0.6923,0.3714,"[0.159, 0.0, 0.841]","[0.3241, 0.0296, 0.6463]","[0.2828, 0.0222, 0.695]",0.695
18034,@ Chris _ Creegan Aw the very best tae ye baith . Have a great life together .,0,positive,0,positive,1,0,1,0,1,2,0,0.0906,LOW,0.02,18,0.0,0.0,0.1538,0.2222,"[0.439, 0.0, 0.561]","[0.9114, 0.0147, 0.0739]","[0.9019, 0.0144, 0.0837]",0.9019
6943,Congratulations Ariful Hasan-Opu vaiya Alhamdulillaha it's great achievement for you and Bangladesh Innovation For â€¦ https // t . co / FK42JqicJT,0,positive,0,positive,1,0,1,0,1,2,0,0.248,MODERATE,0.25,25,0.0,0.0,0.6667,0.24,"[0.398, 0.0, 0.602]","[0.9193, 0.0129, 0.0677]","[0.789, 0.0097, 0.2013]",0.789
16408,RT @ FaryaalNazesh Tabinda Apa to WB Is sal hmy smj ni aya kaha Habib oil ki car bhejy ku k koi transmission is qabil lagi e ni â™¥â™¥â™¥â™¥â™¥ðŸ’•ðŸ’• @ Wa â€¦,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2758,MODERATE,0.25,54,0.0926,0.0,0.6818,0.2407,"[0.0, 0.0, 1.0]","[0.187, 0.2216, 0.5914]","[0.1403, 0.1662, 0.6935]",0.6935
20737,@ RISHIMISHRA121 @ abbas _ nighat @ KarunaShukla10 @ MeghShukla15 Tum up ke ho soch badalne ki jarurt h abhi puri nahi ba â€¦ https // t . co / piaQPPYyR2,2,neutral,1,negative,0,1,0,1,0,2,1,0.1579,LOW,0.02,38,0.0,0.0,0.3333,0.2895,"[0.0, 0.0, 1.0]","[0.0756, 0.5961, 0.3282]","[0.0741, 0.5842, 0.3416]",0.5842
40633,@ preetitejsingh @ SanjayAzadSln @ KapilMishra _ IND Sathe sathyam samacharet means tit for tat Bahut huwa sadhu ban â€¦ https // t . co / 6k6Qpl3Pa6,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2167,MODERATE,0.25,30,0.0,0.0,0.5,0.3333,"[0.0, 0.159, 0.841]","[0.1103, 0.3429, 0.5468]","[0.0827, 0.2969, 0.6204]",0.6204
35002,The Best moment - when Prithvi Singh Says - LAUNDA SERIOUS He # HostagesWithHotstar https // t . co / wep29GY2L0,0,positive,2,neutral,0,2,0,2,0,2,0,0.3275,MODERATE,0.25,23,0.0,0.0,0.8889,0.3043,"[0.218, 0.106, 0.676]","[0.3509, 0.0429, 0.6062]","[0.3177, 0.0587, 0.6237]",0.6237
33930,RT @ Ambika92279867 Jis trh Jesus ne Satya ke liye apne aap ko suli par bhi Chadha diya Usi trh Sant Rampal Ji Maharaj bhi aaj Satya ke liy â€¦,0,positive,0,positive,1,0,1,0,1,2,0,0.0869,LOW,0.02,34,0.0,0.0,0.2308,0.0882,"[0.0, 0.0, 1.0]","[0.5967, 0.042, 0.3614]","[0.5847, 0.0411, 0.3741]",0.5847
28104,@ vilassawadh Jab Desh ki nishpach agency ko AAP gali denge wo v army or hmare Sena ke jawan ko aap a / c mein baith k â€¦ https // t . co / yuPOMzlqjc,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2588,MODERATE,0.25,38,0.0,0.0,0.7222,0.2105,"[0.0, 0.0, 1.0]","[0.1692, 0.3488, 0.482]","[0.1269, 0.2616, 0.6115]",0.6115
20132,@ narendramodi Jai hind jai javan .. veer sena jindabad .. desh ke mahanayak . modi ji jindabad .. amar shahido ko naman .. de â€¦ https // t . co / etRA000Xw3,0,positive,0,positive,1,0,1,0,1,2,0,0.2185,MODERATE,0.25,37,0.0,0.0811,0.4444,0.3243,"[0.0, 0.0, 1.0]","[0.8019, 0.028, 0.1701]","[0.6014, 0.021, 0.3776]",0.6014
24961,@ AshrafFem Ye Sonch hi galat hai . Esiliye duniya ka koi country Nahin hai .... where a Muslim lives like that country â€¦ https // t . co / PonlDsi00S,1,negative,2,neutral,0,1,1,1,1,2,0,0.2565,MODERATE,0.25,35,0.0,0.1143,0.5882,0.2571,"[0.094, 0.0, 0.906]","[0.0897, 0.5921, 0.3182]","[0.0907, 0.4441, 0.4652]",0.4652
3371,@ FaisalSkp2012 @ BigPanddaa @ BOLNETWORK @ Dr _ fizakhan @ ZaidZamanHamid Haan bhai saara terrorism toh india mein hi hot â€¦ https // t . co / HbZrzHlSEf,2,neutral,1,negative,0,1,0,1,0,2,1,0.161,LOW,0.02,33,0.0,0.0,0.2941,0.3636,"[0.0, 0.195, 0.805]","[0.0663, 0.7102, 0.2235]","[0.065, 0.6999, 0.2351]",0.6999
20571,@ MbVk18 @ AditiSinghxD @ Liyakat _ Dayar18 @ cheeku _ fan @ Twitter Koi bhi kisi ko apna account nhi deta hai .,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1687,LOW,0.02,26,0.0,0.0,0.3571,0.3077,"[0.133, 0.0, 0.867]","[0.0966, 0.0577, 0.8457]","[0.0973, 0.0566, 0.8461]",0.8461
24389,Desh ka surakhya desh ka jitna andhuruni samasya ko najar rakhte huye Modiji ko bada kadam Urbana chahiye unemploy â€¦ https // t . co / iMnxm2Aw1J,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1287,LOW,0.02,31,0.0,0.0,0.3,0.1935,"[0.0, 0.0, 1.0]","[0.1372, 0.4145, 0.4483]","[0.1344, 0.4062, 0.4593]",0.4593
158,@ idranurag What if ... Google translate is not working .... aisi jagah net hi na aata ho,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2669,MODERATE,0.25,18,0.0,0.3889,0.4545,0.1667,"[0.0, 0.0, 1.0]","[0.0716, 0.4457, 0.4828]","[0.0537, 0.3342, 0.6121]",0.6121
2373,@ Joydas Itne puraane kaand ka inaam aaj mila sarangi chacha ko . Ab tak to inko Former president of BJP ho jaana chahiye tha .,1,negative,2,neutral,0,1,1,1,1,2,0,0.2374,MODERATE,0.25,26,0.0,0.0,0.7143,0.1154,"[0.0, 0.0, 1.0]","[0.0742, 0.6039, 0.322]","[0.0556, 0.4529, 0.4915]",0.4915
7109,# WorldNoTobaccoDay agr aap drug free india chahte ho to avsya dekhe sant rampal ji maharaj ke mangal pravachan sam â€¦ https // t . co / uJOj0iFRpt,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2313,MODERATE,0.25,32,0.0,0.0,0.625,0.2188,"[0.125, 0.0, 0.875]","[0.1424, 0.3605, 0.4971]","[0.138, 0.2704, 0.5916]",0.5916
32033,Pata nai bc mujhey kyun taqleef nahi hoti kisi k pathan Mahajir ya sindhi honay sy . Pain k loray mulq k lasan lage â€¦ https // t . co / 82EgWje6wl,0,positive,1,negative,0,1,0,1,0,2,0,0.175,LOW,0.02,35,0.0,0.0,0.45,0.2,"[0.0, 0.121, 0.879]","[0.084, 0.6277, 0.2883]","[0.0823, 0.6175, 0.3002]",0.6175
7561,@ RahulGandhi Rahul Gandhi AAP Apna Resignation Wapas le HIMMAT E MARDA TO MADAD EKHUDA HAAR KE BAD JEETNE WALE â€¦ https // t co / kbwWCdi63I,2,neutral,1,negative,0,1,0,1,0,2,1,0.1287,LOW,0.02,31,0.0,0.0,0.3,0.1935,"[0.0, 0.234, 0.766]","[0.0923, 0.6499, 0.2577]","[0.0905, 0.6416, 0.2679]",0.6416
20848,@ ankusht26172237 @ Mass __ Tweets @ SKFforlife Toh Baywatch mai 5 minute ka role ke liye hit higaya .,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1608,LOW,0.02,22,0.0,0.0,0.3846,0.2273,"[0.0, 0.0, 1.0]","[0.206, 0.0509, 0.7431]","[0.2019, 0.0499, 0.7482]",0.7482
21328,@ SarfarazA _ 54 Bhai himmat nahin harni hai just remember we were and we are the cornered tigers . Aik request hai â€¦ https // t . co / xYu4dx61d6,2,neutral,2,neutral,1,2,1,0,0,2,1,0.2577,MODERATE,0.25,35,0.0,0.0,0.6875,0.2571,"[0.0, 0.08, 0.92]","[0.4522, 0.1112, 0.4366]","[0.3391, 0.1034, 0.5575]",0.5575
32767,@ ppbajpai haan vaise bhi apne naam ke aage BEROJGAAR likha hai to yehi kaam ab baaki rah gaya hai kitna bhi kar lo â€¦ https // t co / GfY1pt5GN4,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1093,LOW,0.02,35,0.0,0.0,0.25,0.1714,"[0.0, 0.0, 1.0]","[0.1361, 0.3754, 0.4885]","[0.1334, 0.3679, 0.4987]",0.4987
25054,RT @ BALKIRATSINGH2 @ TV9Bharatvarsh I am damn sure ki yeh opposition waalo ki harkatein hai elected government ko badnaam karne ke liye Ma â€¦,2,neutral,1,negative,0,1,0,1,0,2,1,0.1697,LOW,0.02,28,0.0,0.0,0.4706,0.1429,"[0.092, 0.108, 0.8]","[0.0585, 0.7484, 0.1931]","[0.0592, 0.7356, 0.2053]",0.7356
2470,Mr Rahul gandhi urf @ RahulGandhi Tum jaise chutiye ke wajah se mera khud ka naam batane me sharam ata he ... Smam â€¦ https // t . co / O7jCgFVwgA,1,negative,1,negative,1,1,1,1,1,2,0,0.2754,MODERATE,0.25,34,0.0,0.0882,0.6875,0.2353,"[0.0, 0.0, 1.0]","[0.0333, 0.8939, 0.0729]","[0.025, 0.6704, 0.3046]",0.6704
22455,boboo u aree soo sweet i love talking to u sooo muchhh â€” * blushing * ðŸ¥°ðŸ’›ðŸ’›ðŸ’›ðŸ’›ðŸ’› https // t . co / 7e1fsmW5ky,0,positive,0,positive,1,0,1,0,1,2,0,0.2937,MODERATE,0.25,44,0.0,0.1364,0.5625,0.4545,"[0.34, 0.0, 0.66]","[0.7751, 0.0131, 0.2118]","[0.6663, 0.0098, 0.3239]",0.6663
9213,@ mitalishah121 bilkul sahi they r getting more facilities n not supporting bjp . kanhi modiji ka muslim prem hindus â€¦ https // t . co / 5lFCYvTctL,1,negative,2,neutral,0,1,1,1,1,2,0,0.2188,MODERATE,0.25,32,0.0,0.0,0.5625,0.25,"[0.0, 0.118, 0.882]","[0.0981, 0.4635, 0.4384]","[0.0736, 0.3771, 0.5493]",0.5493
29153,@ RanaAyyub Ye tahalka fuss ho gaya aaj jab yahi chehra pure constitutional tarike se kya kehte ho tumlog don bolte â€¦ https // t . co / DjUkauWmwL,2,neutral,1,negative,0,1,0,1,0,2,1,0.2026,MODERATE,0.25,32,0.0,0.0,0.5294,0.2188,"[0.0, 0.0, 1.0]","[0.0483, 0.7942, 0.1575]","[0.0362, 0.5957, 0.3682]",0.5957
43655,Aaj tak pe to BJP Pravkta Muft me he mil Jate Anchor Ko Leke Bjp k 4 Pravakta Ho jate Hai baki ki Jarurat he Kya Ha â€¦ https // t co / fBZPhItlk5,1,negative,1,negative,1,1,1,1,1,2,0,0.1698,LOW,0.02,38,0.0,0.0,0.4783,0.1316,"[0.076, 0.0, 0.924]","[0.0793, 0.5136, 0.4071]","[0.0792, 0.5033, 0.4174]",0.5033
43108,RT @ Fact Dogs love you even if you â€™ re ugly,2,neutral,0,positive,0,0,0,0,0,2,1,0.1064,LOW,0.02,14,0.0714,0.0,0.2,0.1429,"[0.255, 0.2, 0.545]","[0.8915, 0.0146, 0.0938]","[0.8788, 0.0184, 0.1029]",0.8788
29205,@ azust _ D thank u bb that â€™ s ;;;; so sweet ;;;;;;; ilu,0,positive,0,positive,1,0,1,0,1,0,1,0.3786,MODERATE,0.25,21,0.0476,0.5238,0.5,0.4286,"[0.612, 0.0, 0.388]","[0.8719, 0.0128, 0.1153]","[0.8069, 0.0096, 0.1835]",0.8069
6040,@ GohelJaideep @_ blue _ vein @ ashsmile2k5 @ Sea _ wave24 @ Rimjhim2602 @ daroga _ happuu Yehich aadmi sahi se samajh raha hai mai kya bol rahi hu . ðŸ¤£,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1754,LOW,0.02,37,0.0,0.0,0.3684,0.3243,"[0.0, 0.0, 1.0]","[0.1101, 0.3205, 0.5694]","[0.1079, 0.3141, 0.578]",0.578
36616,@ The __ Hunterr Vaise asli id bana hunter fake id bana ke apani ma ko badnam kyu karta hai,1,negative,2,neutral,0,2,0,1,1,2,0,0.29,MODERATE,0.25,20,0.0,0.0,0.9,0.1,"[0.0, 0.147, 0.853]","[0.0603, 0.4756, 0.4641]","[0.0452, 0.3935, 0.5613]",0.5613
26722,RT @ YoungBullBlade @ ShooterMcGavin _ You betta sing that song BOY ðŸ‘ðŸ½ https // t co / 9LxZf0BJjq,0,positive,2,neutral,0,2,0,2,0,2,0,0.282,MODERATE,0.25,25,0.0,0.0,0.7,0.36,"[0.0, 0.0, 1.0]","[0.4389, 0.0308, 0.5303]","[0.3292, 0.0231, 0.6477]",0.6477
10352,@ RobinIsFree @ Target757 I'm really sorry for jumping in your mention boy mean no harm . ðŸ™ðŸ¼. Sabr,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2558,MODERATE,0.25,26,0.0385,0.0,0.6667,0.2308,"[0.0, 0.359, 0.641]","[0.1886, 0.0985, 0.7129]","[0.1415, 0.1636, 0.6949]",0.6949
25277,@ Uppolice @ dgpup up police Bharti 2018 ke PAC Candidate ki medical aur joining kyu nahi ho Rahi hai,2,neutral,2,neutral,1,2,1,2,1,2,1,0.195,LOW,0.02,20,0.0,0.0,0.5833,0.1,"[0.0, 0.0, 1.0]","[0.1342, 0.208, 0.6578]","[0.1316, 0.2038, 0.6646]",0.6646
30443,@ coolfunnytshirt Is he wearing a seat belt ? Shayad dono ne nahi pehna hai,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2517,MODERATE,0.25,15,0.0,0.0,0.75,0.1333,"[0.0, 0.0, 1.0]","[0.0839, 0.131, 0.785]","[0.0629, 0.0983, 0.8388]",0.8388
32905,@ jitupatwari Shayed Hum Andata ko Samajne me Galti kr Rhe hy Jo Andata khud Apne Ldai Nhi Lad Rha Uska Smarthen Bek â€¦ https // t . co / kzngDap0KS,1,negative,2,neutral,0,2,0,2,0,2,0,0.1543,LOW,0.02,35,0.0,0.0,0.381,0.2,"[0.0, 0.0, 1.0]","[0.1848, 0.2745, 0.5407]","[0.1811, 0.269, 0.5499]",0.5499
18305,@ shubhammudgal10 @ Dev _ Fadnavis Bhai tu chutiya paida huwa hai aur chutiya hi marega . Kuchh nahi ho sakta jab tere d â€¦ https // t . co / bKfGIVtEeq,1,negative,1,negative,1,1,1,1,1,2,0,0.1606,LOW,0.02,36,0.0,0.0,0.35,0.2778,"[0.0, 0.0, 1.0]","[0.0283, 0.916, 0.0557]","[0.0277, 0.8976, 0.0746]",0.8976
